dateVector,songs,headlines
"
Nov
16
2007

",Picture To Burn," MetroCentre, Rockford, IL, USA"
"
Nov
15
2007

",Our Song," Qwest Center, Omaha, NE, USA"
"
Nov
15
2007

",Stay Beautiful," Qwest Center, Omaha, NE, USA"
"
Nov
15
2007

",Teardrops On My Guitar," Qwest Center, Omaha, NE, USA"
"
Nov
15
2007

",Should've Said No," Qwest Center, Omaha, NE, USA"
"
Nov
15
2007

",Tim Mcgraw," Qwest Center, Omaha, NE, USA"
"
Nov
15
2007

",Picture To Burn," Qwest Center, Omaha, NE, USA"
"
Nov
12
2007

",Our Song," Marietta College, Marietta, OH, USA"
"
Nov
12
2007

",Teardrops On My Guitar," Marietta College, Marietta, OH, USA"
"
Nov
12
2007

",Should've Said No," Marietta College, Marietta, OH, USA"
"
Nov
12
2007

",Tim Mcgraw," Marietta College, Marietta, OH, USA"
"
Nov
12
2007

",Picture To Burn," Marietta College, Marietta, OH, USA"
"
Nov
10
2007

",Our Song," North Charleston Coliseum, North Charleston, SC, USA"
"
Nov
10
2007

",Stay Beautiful," North Charleston Coliseum, North Charleston, SC, USA"
"
Nov
10
2007

",Teardrops On My Guitar," North Charleston Coliseum, North Charleston, SC, USA"
"
Nov
10
2007

",Should've Said No," North Charleston Coliseum, North Charleston, SC, USA"
"
Nov
10
2007

",Tim Mcgraw," North Charleston Coliseum, North Charleston, SC, USA"
"
Nov
10
2007

",Picture To Burn," North Charleston Coliseum, North Charleston, SC, USA"
"
Nov
7
2007

",Our Song," Sommet Center, Nashville, TN, USA"
"
Oct
21
2007

",Our Song," General Motors Place, Vancouver, BC, Canada"
"
Oct
21
2007

",Stay Beautiful," General Motors Place, Vancouver, BC, Canada"
"
Oct
21
2007

",Teardrops On My Guitar," General Motors Place, Vancouver, BC, Canada"
"
Oct
21
2007

",Should've Said No," General Motors Place, Vancouver, BC, Canada"
"
Oct
21
2007

",Tim Mcgraw," General Motors Place, Vancouver, BC, Canada"
"
Oct
21
2007

",Picture To Burn," General Motors Place, Vancouver, BC, Canada"
"
Oct
19
2007

",Our Song," Pengrowth Saddledome, Calgary, AB, Canada"
"
Oct
19
2007

",Stay Beautiful," Pengrowth Saddledome, Calgary, AB, Canada"
"
Oct
19
2007

",Teardrops On My Guitar," Pengrowth Saddledome, Calgary, AB, Canada"
"
Oct
19
2007

",Should've Said No," Pengrowth Saddledome, Calgary, AB, Canada"
"
Oct
19
2007

",Tim Mcgraw," Pengrowth Saddledome, Calgary, AB, Canada"
"
Oct
19
2007

",Picture To Burn," Pengrowth Saddledome, Calgary, AB, Canada"
"
Oct
18
2007

",Our Song," ENMAX Centre, Lethbridge, AB, Canada"
"
Oct
18
2007

",Stay Beautiful," ENMAX Centre, Lethbridge, AB, Canada"
"
Oct
18
2007

",Teardrops On My Guitar," ENMAX Centre, Lethbridge, AB, Canada"
"
Oct
18
2007

",Should've Said No," ENMAX Centre, Lethbridge, AB, Canada"
"
Oct
18
2007

",Tim Mcgraw," ENMAX Centre, Lethbridge, AB, Canada"
"
Oct
18
2007

",Picture To Burn," ENMAX Centre, Lethbridge, AB, Canada"
"
Oct
17
2007

",Our Song," Rexall Place, Edmonton, AB, Canada"
"
Oct
17
2007

",Stay Beautiful," Rexall Place, Edmonton, AB, Canada"
"
Oct
17
2007

",Teardrops On My Guitar," Rexall Place, Edmonton, AB, Canada"
"
Oct
17
2007

",Should've Said No," Rexall Place, Edmonton, AB, Canada"
"
Oct
17
2007

",Tim Mcgraw," Rexall Place, Edmonton, AB, Canada"
"
Oct
17
2007

",Picture To Burn," Rexall Place, Edmonton, AB, Canada"
"
Oct
14
2007

",Our Song," Grand Ole Opry House, Nashville, TN, USA"
"
Oct
13
2007

",Our Song," Credit Union Centre, Saskatoon, SK, Canada"
"
Oct
13
2007

",Stay Beautiful," Credit Union Centre, Saskatoon, SK, Canada"
"
Oct
13
2007

",Teardrops On My Guitar," Credit Union Centre, Saskatoon, SK, Canada"
"
Oct
13
2007

",Should've Said No," Credit Union Centre, Saskatoon, SK, Canada"
"
Oct
13
2007

",Tim Mcgraw," Credit Union Centre, Saskatoon, SK, Canada"
"
Oct
13
2007

",Picture To Burn," Credit Union Centre, Saskatoon, SK, Canada"
"
Oct
12
2007

",Our Song," MTS Centre, Winnipeg, MB, Canada"
"
Oct
12
2007

",Stay Beautiful," MTS Centre, Winnipeg, MB, Canada"
"
Oct
12
2007

",Teardrops On My Guitar," MTS Centre, Winnipeg, MB, Canada"
"
Oct
12
2007

",Should've Said No," MTS Centre, Winnipeg, MB, Canada"
"
Oct
12
2007

",Tim Mcgraw," MTS Centre, Winnipeg, MB, Canada"
"
Oct
12
2007

",Picture To Burn," MTS Centre, Winnipeg, MB, Canada"
"
Oct
10
2007

",Our Song," Live with Regis and Kelly, New York, NY, USA"
"
Oct
6
2007

",Our Song," Nissan Pavilion, Bristow, VA, USA"
"
Oct
6
2007

",Stay Beautiful," Nissan Pavilion, Bristow, VA, USA"
"
Oct
6
2007

",Teardrops On My Guitar," Nissan Pavilion, Bristow, VA, USA"
"
Oct
6
2007

",Should've Said No," Nissan Pavilion, Bristow, VA, USA"
"
Oct
6
2007

",Tim Mcgraw," Nissan Pavilion, Bristow, VA, USA"
"
Oct
6
2007

",Picture To Burn," Nissan Pavilion, Bristow, VA, USA"
"
Sep
26
2007

",Our Song," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",Permanent Marker," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",Should've Said No," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",Stay Beautiful," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",Missing You," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",Irreplaceable," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",Tied Together With A Smile," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",I'd Lie," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",Sparks Fly," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",Fearless," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",Mary's Song (Oh My My My)," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",The Outside," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",Tim Mcgraw," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
26
2007

",Picture To Burn," Keith-Albee Performing Arts Center, Huntington, WV, USA"
"
Sep
21
2007

",Lose Yourself," Ford Amphitheatre, Tampa, FL, USA"
"
Sep
21
2007

",Our Song," Ford Amphitheatre, Tampa, FL, USA"
"
Sep
21
2007

",Permanent Marker," Ford Amphitheatre, Tampa, FL, USA"
"
Sep
21
2007

",Teardrops On My Guitar," Ford Amphitheatre, Tampa, FL, USA"
"
Sep
21
2007

",Should've Said No," Ford Amphitheatre, Tampa, FL, USA"
"
Sep
21
2007

",Tim Mcgraw," Ford Amphitheatre, Tampa, FL, USA"
"
Sep
21
2007

",Picture To Burn," Ford Amphitheatre, Tampa, FL, USA"
"
Sep
20
2007

",Lose Yourself," HiFi Buys Amphitheatre, Atlanta, GA, USA"
"
Sep
20
2007

",Our Song," HiFi Buys Amphitheatre, Atlanta, GA, USA"
"
Sep
20
2007

",Permanent Marker," HiFi Buys Amphitheatre, Atlanta, GA, USA"
"
Sep
20
2007

",Baby Girl," HiFi Buys Amphitheatre, Atlanta, GA, USA"
"
Sep
20
2007

",Teardrops On My Guitar," HiFi Buys Amphitheatre, Atlanta, GA, USA"
"
Sep
20
2007

",Should've Said No," HiFi Buys Amphitheatre, Atlanta, GA, USA"
"
Sep
20
2007

",Tim Mcgraw," HiFi Buys Amphitheatre, Atlanta, GA, USA"
"
Sep
20
2007

",Picture To Burn," HiFi Buys Amphitheatre, Atlanta, GA, USA"
"
Sep
15
2007

",Lose Yourself," Post-Gazette Pavilion, Burgettstown, PA, USA"
"
Sep
15
2007

",Picture To Burn," Post-Gazette Pavilion, Burgettstown, PA, USA"
"
Sep
15
2007

",Permanent Marker," Post-Gazette Pavilion, Burgettstown, PA, USA"
"
Sep
15
2007

",Teardrops On My Guitar," Post-Gazette Pavilion, Burgettstown, PA, USA"
"
Sep
15
2007

",Our Song," Post-Gazette Pavilion, Burgettstown, PA, USA"
"
Sep
15
2007

",Tim Mcgraw," Post-Gazette Pavilion, Burgettstown, PA, USA"
"
Sep
15
2007

",Should've Said No," Post-Gazette Pavilion, Burgettstown, PA, USA"
"
Sep
10
2007

",Lose Yourself," Halifax Metro Centre, Halifax, NS, Canada"
"
Sep
10
2007

",Our Song," Halifax Metro Centre, Halifax, NS, Canada"
"
Sep
10
2007

",Permanent Marker," Halifax Metro Centre, Halifax, NS, Canada"
"
Sep
10
2007

",Teardrops On My Guitar," Halifax Metro Centre, Halifax, NS, Canada"
"
Sep
10
2007

",Should've Said No," Halifax Metro Centre, Halifax, NS, Canada"
"
Sep
10
2007

",Tim Mcgraw," Halifax Metro Centre, Halifax, NS, Canada"
"
Sep
10
2007

",Picture To Burn," Halifax Metro Centre, Halifax, NS, Canada"
"
Sep
8
2007

",Lose Yourself," Molson Amphitheatre, Toronto, ON, Canada"
"
Sep
8
2007

",Our Song," Molson Amphitheatre, Toronto, ON, Canada"
"
Sep
8
2007

",Permanent Marker," Molson Amphitheatre, Toronto, ON, Canada"
"
Sep
8
2007

",Teardrops On My Guitar," Molson Amphitheatre, Toronto, ON, Canada"
"
Sep
8
2007

",Should've Said No," Molson Amphitheatre, Toronto, ON, Canada"
"
Sep
8
2007

",Tim Mcgraw," Molson Amphitheatre, Toronto, ON, Canada"
"
Sep
8
2007

",Picture To Burn," Molson Amphitheatre, Toronto, ON, Canada"
"
Sep
7
2007

",Lose Yourself," Scotiabank Place, Ottawa, ON, Canada"
"
Sep
7
2007

",Our Song," Scotiabank Place, Ottawa, ON, Canada"
"
Sep
7
2007

",Permanent Marker," Scotiabank Place, Ottawa, ON, Canada"
"
Sep
7
2007

",Teardrops On My Guitar," Scotiabank Place, Ottawa, ON, Canada"
"
Sep
7
2007

",Should've Said No," Scotiabank Place, Ottawa, ON, Canada"
"
Sep
7
2007

",Tim Mcgraw," Scotiabank Place, Ottawa, ON, Canada"
"
Sep
7
2007

",Picture To Burn," Scotiabank Place, Ottawa, ON, Canada"
"
Sep
1
2007

",Tim Mcgraw," Mohegan Sun Grandstand, Syracuse, NY, USA"
"
Aug
30
2007

",Lose Yourself," Allentown Fairgrounds, Allentown, PA, USA"
"
Aug
30
2007

",Our Song," Allentown Fairgrounds, Allentown, PA, USA"
"
Aug
30
2007

",Teardrops On My Guitar," Allentown Fairgrounds, Allentown, PA, USA"
"
Aug
30
2007

",Should've Said No," Allentown Fairgrounds, Allentown, PA, USA"
"
Aug
30
2007

",Tim Mcgraw," Allentown Fairgrounds, Allentown, PA, USA"
"
Aug
30
2007

",Picture To Burn," Allentown Fairgrounds, Allentown, PA, USA"
"
Aug
26
2007

",Lose Yourself," First Midwest Bank Amphitheatre, Tinley Park, IL, USA"
"
Aug
26
2007

",Our Song," First Midwest Bank Amphitheatre, Tinley Park, IL, USA"
"
Aug
26
2007

",Permanent Marker," First Midwest Bank Amphitheatre, Tinley Park, IL, USA"
"
Aug
26
2007

",Teardrops On My Guitar," First Midwest Bank Amphitheatre, Tinley Park, IL, USA"
"
Aug
26
2007

",Should've Said No," First Midwest Bank Amphitheatre, Tinley Park, IL, USA"
"
Aug
26
2007

",Tim Mcgraw," First Midwest Bank Amphitheatre, Tinley Park, IL, USA"
"
Aug
26
2007

",Picture To Burn," First Midwest Bank Amphitheatre, Tinley Park, IL, USA"
"
Aug
23
2007

",Lose Yourself," Minnesota State Fair Grandstand, Falcon Heights, MN, USA"
"
Aug
23
2007

",Our Song," Minnesota State Fair Grandstand, Falcon Heights, MN, USA"
"
Aug
23
2007

",Permanent Marker," Minnesota State Fair Grandstand, Falcon Heights, MN, USA"
"
Aug
23
2007

",Teardrops On My Guitar," Minnesota State Fair Grandstand, Falcon Heights, MN, USA"
"
Aug
23
2007

",Should've Said No," Minnesota State Fair Grandstand, Falcon Heights, MN, USA"
"
Aug
23
2007

",Tim Mcgraw," Minnesota State Fair Grandstand, Falcon Heights, MN, USA"
"
Aug
23
2007

",Picture To Burn," Minnesota State Fair Grandstand, Falcon Heights, MN, USA"
"
Aug
21
2007

",Teardrops On My Guitar," Staples Center, Los Angeles, CA, USA"
"
Aug
12
2007

",Lose Yourself," Unknown Venue, Nashville, TN, USA"
"
Aug
12
2007

",Our Song," Unknown Venue, Nashville, TN, USA"
"
Aug
12
2007

",Permanent Marker," Unknown Venue, Nashville, TN, USA"
"
Aug
12
2007

",Teardrops On My Guitar," Unknown Venue, Nashville, TN, USA"
"
Aug
12
2007

",Should've Said No," Unknown Venue, Nashville, TN, USA"
"
Aug
12
2007

",Tim Mcgraw," Unknown Venue, Nashville, TN, USA"
"
Aug
12
2007

",Picture To Burn," Unknown Venue, Nashville, TN, USA"
"
Aug
11
2007

",Lose Yourself," The Wharf Amphitheater, Orange Beach, AL, USA"
"
Aug
11
2007

",Our Song," The Wharf Amphitheater, Orange Beach, AL, USA"
"
Aug
11
2007

",Permanent Marker," The Wharf Amphitheater, Orange Beach, AL, USA"
"
Aug
11
2007

",Teardrops On My Guitar," The Wharf Amphitheater, Orange Beach, AL, USA"
"
Aug
11
2007

",Should've Said No," The Wharf Amphitheater, Orange Beach, AL, USA"
"
Aug
11
2007

",Tim Mcgraw," The Wharf Amphitheater, Orange Beach, AL, USA"
"
Aug
11
2007

",Picture To Burn," The Wharf Amphitheater, Orange Beach, AL, USA"
"
Aug
10
2007

",Lose Yourself," Verizon Wireless Music Center, Pelham, AL, USA"
"
Aug
10
2007

",Our Song," Verizon Wireless Music Center, Pelham, AL, USA"
"
Aug
10
2007

",Permanent Marker," Verizon Wireless Music Center, Pelham, AL, USA"
"
Aug
10
2007

",Teardrops On My Guitar," Verizon Wireless Music Center, Pelham, AL, USA"
"
Aug
10
2007

",Should've Said No," Verizon Wireless Music Center, Pelham, AL, USA"
"
Aug
10
2007

",Tim Mcgraw," Verizon Wireless Music Center, Pelham, AL, USA"
"
Aug
10
2007

",Picture To Burn," Verizon Wireless Music Center, Pelham, AL, USA"
"
Aug
9
2007

",Lose Yourself," Mississippi Coast Coliseum, Biloxi, MS, USA"
"
Aug
9
2007

",Our Song," Mississippi Coast Coliseum, Biloxi, MS, USA"
"
Aug
9
2007

",Permanent Marker," Mississippi Coast Coliseum, Biloxi, MS, USA"
"
Aug
9
2007

",Teardrops On My Guitar," Mississippi Coast Coliseum, Biloxi, MS, USA"
"
Aug
9
2007

",Should've Said No," Mississippi Coast Coliseum, Biloxi, MS, USA"
"
Aug
9
2007

",Tim Mcgraw," Mississippi Coast Coliseum, Biloxi, MS, USA"
"
Aug
9
2007

",Picture To Burn," Mississippi Coast Coliseum, Biloxi, MS, USA"
"
Aug
3
2007

",Lose Yourself," Jacksonville Veterans Memorial Arena, Jacksonville, FL, USA"
"
Aug
3
2007

",Our Song," Jacksonville Veterans Memorial Arena, Jacksonville, FL, USA"
"
Aug
3
2007

",Teardrops On My Guitar," Jacksonville Veterans Memorial Arena, Jacksonville, FL, USA"
"
Aug
3
2007

",Should've Said No," Jacksonville Veterans Memorial Arena, Jacksonville, FL, USA"
"
Aug
3
2007

",Tim Mcgraw," Jacksonville Veterans Memorial Arena, Jacksonville, FL, USA"
"
Aug
3
2007

",Picture To Burn," Jacksonville Veterans Memorial Arena, Jacksonville, FL, USA"
"
Aug
2
2007

",Lose Yourself," Amway Arena, Orlando, FL, USA"
"
Aug
2
2007

",Our Song," Amway Arena, Orlando, FL, USA"
"
Aug
2
2007

",Permanent Marker," Amway Arena, Orlando, FL, USA"
"
Aug
2
2007

",Teardrops On My Guitar," Amway Arena, Orlando, FL, USA"
"
Aug
2
2007

",Should've Said No," Amway Arena, Orlando, FL, USA"
"
Aug
2
2007

",Tim Mcgraw," Amway Arena, Orlando, FL, USA"
"
Aug
2
2007

",Picture To Burn," Amway Arena, Orlando, FL, USA"
"
Jul
31
2007

",Lose Yourself," Orange County Fairgrounds, Costa Mesa, CA, USA"
"
Jul
31
2007

",Our Song," Orange County Fairgrounds, Costa Mesa, CA, USA"
"
Jul
31
2007

",Irreplaceable," Orange County Fairgrounds, Costa Mesa, CA, USA"
"
Jul
31
2007

",Umbrella," Orange County Fairgrounds, Costa Mesa, CA, USA"
"
Jul
31
2007

",Teardrops On My Guitar," Orange County Fairgrounds, Costa Mesa, CA, USA"
"
Jul
31
2007

",Should've Said No," Orange County Fairgrounds, Costa Mesa, CA, USA"
"
Jul
31
2007

",Tim Mcgraw," Orange County Fairgrounds, Costa Mesa, CA, USA"
"
Jul
31
2007

",Picture To Burn," Orange County Fairgrounds, Costa Mesa, CA, USA"
"
Jul
29
2007

",Lose Yourself," Bethel Woods Center for the Arts, Bethel, NY, USA"
"
Jul
29
2007

",Our Song," Bethel Woods Center for the Arts, Bethel, NY, USA"
"
Jul
29
2007

",Permanent Marker," Bethel Woods Center for the Arts, Bethel, NY, USA"
"
Jul
29
2007

",Teardrops On My Guitar," Bethel Woods Center for the Arts, Bethel, NY, USA"
"
Jul
29
2007

",Should've Said No," Bethel Woods Center for the Arts, Bethel, NY, USA"
"
Jul
29
2007

",Tim Mcgraw," Bethel Woods Center for the Arts, Bethel, NY, USA"
"
Jul
29
2007

",Picture To Burn," Bethel Woods Center for the Arts, Bethel, NY, USA"
"
Jul
28
2007

",Lose Yourself," Tim's II at Fairview, Fairview Beach, VA, USA"
"
Jul
28
2007

",Our Song," Tim's II at Fairview, Fairview Beach, VA, USA"
"
Jul
28
2007

",Should've Said No," Tim's II at Fairview, Fairview Beach, VA, USA"
"
Jul
28
2007

",Teardrops On My Guitar," Tim's II at Fairview, Fairview Beach, VA, USA"
"
Jul
28
2007

",Tim Mcgraw," Tim's II at Fairview, Fairview Beach, VA, USA"
"
Jul
28
2007

",Picture To Burn," Tim's II at Fairview, Fairview Beach, VA, USA"
"
Jul
21
2007

",Lose Yourself," Verizon Wireless Amphitheatre, Charlotte, NC, USA"
"
Jul
21
2007

",Picture To Burn," Verizon Wireless Amphitheatre, Charlotte, NC, USA"
"
Jul
21
2007

",Permanent Marker," Verizon Wireless Amphitheatre, Charlotte, NC, USA"
"
Jul
21
2007

",Teardrops On My Guitar," Verizon Wireless Amphitheatre, Charlotte, NC, USA"
"
Jul
21
2007

",Our Song," Verizon Wireless Amphitheatre, Charlotte, NC, USA"
"
Jul
21
2007

",Tim Mcgraw," Verizon Wireless Amphitheatre, Charlotte, NC, USA"
"
Jul
21
2007

",Should've Said No," Verizon Wireless Amphitheatre, Charlotte, NC, USA"
"
Jul
18
2007

",Our Song," Nationwide Arena, Columbus, OH, USA"
"
Jul
18
2007

",Teardrops On My Guitar," Nationwide Arena, Columbus, OH, USA"
"
Jul
18
2007

",Should've Said No," Nationwide Arena, Columbus, OH, USA"
"
Jul
18
2007

",Tim Mcgraw," Nationwide Arena, Columbus, OH, USA"
"
Jul
18
2007

",Picture To Burn," Nationwide Arena, Columbus, OH, USA"
"
Jul
17
2007

",Our Song," Mellon Arena, Pittsburgh, PA, USA"
"
Jul
17
2007

",Should've Said No," Mellon Arena, Pittsburgh, PA, USA"
"
Jul
17
2007

",Teardrops On My Guitar," Mellon Arena, Pittsburgh, PA, USA"
"
Jul
17
2007

",Tim Mcgraw," Mellon Arena, Pittsburgh, PA, USA"
"
Jul
17
2007

",Picture To Burn," Mellon Arena, Pittsburgh, PA, USA"
"
Jul
14
2007

",Our Song," United Center, Chicago, IL, USA"
"
Jul
14
2007

",Teardrops On My Guitar," United Center, Chicago, IL, USA"
"
Jul
14
2007

",Should've Said No," United Center, Chicago, IL, USA"
"
Jul
14
2007

",Tim Mcgraw," United Center, Chicago, IL, USA"
"
Jul
14
2007

",Picture To Burn," United Center, Chicago, IL, USA"
"
Jul
13
2007

",Our Song," United Center, Chicago, IL, USA"
"
Jul
13
2007

",Should've Said No," United Center, Chicago, IL, USA"
"
Jul
13
2007

",Teardrops On My Guitar," United Center, Chicago, IL, USA"
"
Jul
13
2007

",Tim Mcgraw," United Center, Chicago, IL, USA"
"
Jul
13
2007

",Picture To Burn," United Center, Chicago, IL, USA"
"
Jul
12
2007

",Our Song," Van Andel Arena, Grand Rapids, MI, USA"
"
Jul
12
2007

",Teardrops On My Guitar," Van Andel Arena, Grand Rapids, MI, USA"
"
Jul
12
2007

",Should've Said No," Van Andel Arena, Grand Rapids, MI, USA"
"
Jul
12
2007

",Tim Mcgraw," Van Andel Arena, Grand Rapids, MI, USA"
"
Jul
12
2007

",Picture To Burn," Van Andel Arena, Grand Rapids, MI, USA"
"
Jul
11
2007

",Our Song," The Palace of Auburn Hills, Auburn Hills, MI, USA"
"
Jul
11
2007

",Teardrops On My Guitar," The Palace of Auburn Hills, Auburn Hills, MI, USA"
"
Jul
11
2007

",Should've Said No," The Palace of Auburn Hills, Auburn Hills, MI, USA"
"
Jul
11
2007

",Tim Mcgraw," The Palace of Auburn Hills, Auburn Hills, MI, USA"
"
Jul
11
2007

",Picture To Burn," The Palace of Auburn Hills, Auburn Hills, MI, USA"
"
Jul
9
2007

",Our Song," Continental Airlines Arena, East Rutherford, NJ, USA"
"
Jul
9
2007

",Should've Said No," Continental Airlines Arena, East Rutherford, NJ, USA"
"
Jul
9
2007

",Teardrops On My Guitar," Continental Airlines Arena, East Rutherford, NJ, USA"
"
Jul
9
2007

",Tim Mcgraw," Continental Airlines Arena, East Rutherford, NJ, USA"
"
Jul
9
2007

",Picture To Burn," Continental Airlines Arena, East Rutherford, NJ, USA"
"
Jul
4
2007

",Teardrops On My Guitar," Sommet Center, Nashville, TN, USA"
"
Jun
29
2007

",Lose Yourself," Coors Amphitheatre, Chula Vista, CA, USA"
"
Jun
29
2007

",Picture To Burn," Coors Amphitheatre, Chula Vista, CA, USA"
"
Jun
29
2007

",Permanent Marker," Coors Amphitheatre, Chula Vista, CA, USA"
"
Jun
29
2007

",Teardrops On My Guitar," Coors Amphitheatre, Chula Vista, CA, USA"
"
Jun
29
2007

",Our Song," Coors Amphitheatre, Chula Vista, CA, USA"
"
Jun
29
2007

",Tim Mcgraw," Coors Amphitheatre, Chula Vista, CA, USA"
"
Jun
29
2007

",Should've Said No," Coors Amphitheatre, Chula Vista, CA, USA"
"
Jun
21
2007

",Lose Yourself," Sandy Amphitheater, Sandy City, UT, USA"
"
Jun
21
2007

",Picture To Burn," Sandy Amphitheater, Sandy City, UT, USA"
"
Jun
21
2007

",Permanent Marker," Sandy Amphitheater, Sandy City, UT, USA"
"
Jun
21
2007

",Teardrops On My Guitar," Sandy Amphitheater, Sandy City, UT, USA"
"
Jun
21
2007

",Our Song," Sandy Amphitheater, Sandy City, UT, USA"
"
Jun
21
2007

",Tim Mcgraw," Sandy Amphitheater, Sandy City, UT, USA"
"
Jun
21
2007

",Should've Said No," Sandy Amphitheater, Sandy City, UT, USA"
"
Jun
9
2007

",Tim Mcgraw," LP Field, Nashville, TN, USA"
"
Jun
3
2007

",Lose Yourself," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Our Song," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Permanent Marker," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Should've Said No," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Stay Beautiful," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Missing You," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Irreplaceable," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Teardrops On My Guitar," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",I'd Lie," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Sparks Fly," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Fearless," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Mary's Song (Oh My My My)," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",The Outside," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Tim Mcgraw," Turlock Community Theatre, Turlock, CA, USA"
"
Jun
3
2007

",Picture To Burn," Turlock Community Theatre, Turlock, CA, USA"
"
May
30
2007

",Our Song," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",Permanent Marker," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",Should've Said No," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",Stay Beautiful," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",Missing You," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",Irreplaceable," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",Tied Together With A Smile," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",I'd Lie," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",Sparks Fly," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",Fearless," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",Mary's Song (Oh My My My)," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",The Outside," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",Tim Mcgraw," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
30
2007

",Picture To Burn," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Our Song," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Permanent Marker," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Should've Said No," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Stay Beautiful," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Missing You," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Irreplaceable," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Tied Together With A Smile," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",I'd Lie," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Sparks Fly," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Fearless," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Mary's Song (Oh My My My)," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",The Outside," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Tim Mcgraw," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
29
2007

",Picture To Burn," Gold Country Casino & Hotel, Oroville, CA, USA"
"
May
17
2007

",Lose Yourself," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Our Song," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Permanent Marker," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Should've Said No," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Stay Beautiful," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Teardrops On My Guitar," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Missing You," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Irreplaceable," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Tied Together With A Smile," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",I'd Lie," Woodlake High School, Woodlake, CA, USA"
